,Precio,Marca,Modelo,Año,Color,Tipo_de_combustible,Puertas,Transmision,Motor,Tipo_de_carroceria,Km
0,"290,000",Nissan,Sentra,2019,Café,Gasolina,4,Automática,1.8,Sedán,51000 km
1,"360,000",Nissan,X-Trail,2017,Negro,Gasolina,5,Automática,2.5,SUV,77976 km
2,"309,000",SEAT,Leon,2016,Gris,Gasolina,3,Automática,1.4,Hatchback,65240 km
3,"409,000",Jeep,Grand Cherokee,2015,Granito,Gasolina,5,Automática,3.6,SUV,112242 km
4,"479,000",Buick,Enclave,2017,Blanco,Gasolina,5,Automática,3.6,SUV,91931 km
5,"699,000",Honda,Odyssey,2019,Azul,Gasolina,5,Automática,3.5,Van,45050 km
6,"499,000",Chevrolet,Silverado,2017,Plateado,Gasolina,4,Automática,5.3,Pick-Up,104199 km
7,"284,000",Chevrolet,Trax,2017,Plateado,Gasolina,5,Automática,1.8,SUV,67511 km
8,"529,000",GMC,Acadia,2017,Negro,Gasolina,5,Automática,3.6,SUV,82000 km
9,"323,000",Nissan,Versa,2020,Gris,Gasolina,4,Automática,1.6,Sedán,42000 km
10,"189,900",Hyundai,Grand i10,2018,Blanco,Gasolina,4,Manual,1.2,Sedán,106500 km
11,"250,000",Nissan,March,2020,Blanco,Gasolina,5,Automática,1.6,Hatchback,55770 km
12,"202,000",Chevrolet,Aveo,2020,Rojo Cobrizo,Gasolina,4,Automática,1.6,Sedán,68001 km
13,"288,000",Nissan,Pathfinder,2014,Plateado,Gasolina,5,Automática,3.5,SUV,110700 km
14,"319,000",Honda,BR-V,2018,Blanco,Gasolina,5,Automática,1.5,SUV,94620 km
15,"399,000",Kia,Sorento,2016,Café,Gasolina,5,Automática,3.3,SUV,68756 km
16,"529,000",Honda,CR-V,2019,Gris,Gasolina,5,Automática,1.5,SUV,115723 km
17,"675,000",BMW,X5,2017,Plateado,Gasolina,5,Automática,4.4,SUV,75441 km
18,"259,000",Nissan,Versa,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,29341 km
19,"244,000",Nissan,March,2020,Blanco,Gasolina,5,Manual,1.6,Hatchback,30488 km
20,"201,900",SEAT,Freetrack,2015,Plateado,Gasolina,5,Automática,2.0,SUV,120700 km
21,"810,000",Chevrolet,Cheyenne,2018,Negro,Gasolina,4,Automática,6.2,Pick-Up,54173 km
22,"669,900",Nissan,NP300 Frontier,2020,Plateado,Diésel,2,Automática,2.5,Pick-Up,56000 km
23,"268,000",Nissan,Sentra,2018,Plateado,Gasolina,4,Automática,1.8,Sedán,90606 km
24,"410,000",Dodge,Journey,2019,Gris,Gasolina,5,Automática,3.7,SUV,28870 km
25,"208,900",Hyundai,Grand i10,2019,Blanco,Gasolina,4,Manual,1.2,Sedán,82642 km
26,"200,000",Chevrolet,Cavalier,2019,Blanco,Gasolina,4,Manual,1.5,Sedán,60000 km
27,"496,900",Kia,Sorento,2018,Blanco,Gasolina,5,Automática,3.3,SUV,49000 km
28,"800,000",GMC,Yukon,2015,Plateado,Gasolina,5,Automática,6.2,SUV,69344 km
29,"299,500",Chevrolet,Cavalier,2020,Gris,Gasolina,4,Automática,1.5,Sedán,34587 km
30,"218,000",Chevrolet,Aveo,2020,Plateado,Gasolina,4,Automática,1.6,Sedán,48898 km
31,"1,049,800",Ford,Expedition,2019,Azul,Gasolina,5,Automática,3.5,SUV,32300 km
32,"379,000",Mercedes-Benz,Clase CLA,2016,Gris,Gasolina,4,Automática,1.6,Sedán,65173 km
33,"549,000",Dodge,Ram 1500,2018,Blanco,Gasolina,5,Automática,3.6,Pick-Up,59978 km
34,"309,000",SEAT,Leon,2016,Gris,Gasolina,3,Automática,1.4,Hatchback,65240 km
35,"499,000",Chevrolet,Silverado,2017,Plateado,Gasolina,4,Automática,5.3,Pick-Up,104199 km
36,"284,000",Chevrolet,Trax,2017,Plateado,Gasolina,5,Automática,1.8,SUV,67511 km
37,"810,000",Chevrolet,Cheyenne,2018,Negro,Gasolina,4,Automática,6.2,Pick-Up,54173 km
38,"410,000",Dodge,Journey,2019,Gris,Gasolina,5,Automática,3.7,SUV,28870 km
39,"800,000",GMC,Yukon,2015,Plateado,Gasolina,5,Automática,6.2,SUV,69344 km
40,"299,500",Chevrolet,Cavalier,2020,Gris,Gasolina,4,Automática,1.5,Sedán,34587 km
41,"499,000",Nissan,Murano,2019,Blanco,Gasolina,5,Automática,3.5,SUV,34569 km
42,"239,000",Toyota,Yaris,2019,Blanco,Gasolina,4,Manual,1.5,Sedán,63857 km
43,"439,000",Audi,Q5,2016,Blanco,Gasolina,5,Automática,2.0,SUV,56600 km
44,"299,000",Infiniti,QX70,2014,Negro,Gasolina,5,Manual,.,Hatchback,120826 km
45,"590,000",Nissan,Pathfinder,2018,Plateado,Gasolina,5,Automática,3.5,SUV,36565 km
46,"277,425",Chevrolet,Onix,2021,Plateado,Gasolina,5,Manual,3 cil turbo,Sedán,21023 km
47,"305,000",Chevrolet,Onix,2021,Rojo,Gasolina,4,Manual,1.0,Sedán,46588 km
48,"1,200,000",Lincoln,Corsair,2020,Gris,Gasolina,5,Automática,2.3,Vagoneta,7037 km
49,"565,000",Nissan,NP300 Frontier,2020,Blanco,Gasolina,4,Manual,2.5,Pick-Up,14172 km
50,"250,000",Chevrolet,Cruze,2017,Azul,Gasolina,4,Automática,1.4,Sedán,104355 km
51,"240,000",Volkswagen,Gol,2020,Plateado,Gasolina,4,Manual,1.6,Sedán,45465 km
52,"199,000",Volkswagen,Vento,2018,Beige,Gasolina,4,Automática,1.6,Sedán,96603 km
53,"349,000",Buick,Enclave,2015,Gris,Gasolina,5,Automática,3.6,SUV,95295 km
54,"450,000",Mini,Cooper,2019,Blanco,Gasolina,3,Automática,1.5,Hatchback,90911 km
55,"205,000",Renault,Duster,2015,Blanco,Gasolina,5,Automática,2.0,SUV,95973 km
56,"440,000",Mercedes-Benz,Clase GLA,2017,Blanco,Gasolina,5,Automática,1.6,SUV,100635 km
57,"490,000",Jeep,Cherokee,2015,Gris oscuro,Gasolina,5,Automática,5.7L HEMI V8,SUV,60002 km
58,"210,000",SEAT,Ibiza,2015,Blanco,Gasolina,5,Manual,1.2,Hatchback,75520 km
59,"469,000",Kia,Seltos,2020,Gris,Gasolina,5,Automática,1.4,SUV,20000 km
60,"921,900",Chevrolet,Silverado,2022,Azul,Gasolina,4,Automática,2.7 L,Pick-Up,0 km
61,"399,900",Mercedes-Benz,Clase C,2015,Negro,Gasolina,4,Automática,2.0,Sedán,70559 km
62,"529,900",GMC,Acadia,2017,Dorado,Gasolina,5,Automática,3.7,SUV,59000 km
63,"1,889,000",Chevrolet,Cheyenne,2020,Blanco,Gasolina,4,Automática,5.4,Pick-Up,40000 km
64,"779,900",Ford,Mustang,2020,Rojo,Gasolina,2,Automática,2.3,Coupé,7984 km
65,"189,800",SEAT,Ibiza,2015,Azul,Gasolina,5,Manual,2.0L,Hatchback,51000 km
66,"279,000",Toyota,Yaris,2019,PLATA,Gasolina,4,Manual,"1.5L, 107 Hp y 140 Lb/Pie",Sedán,44157 km
67,"1,889,000",Volkswagen,AMAROK V6 BLINDADA NIVEL 4 2012,2021,Negro,Diésel,4,Automática,V6,Pick-Up,10000 km
68,"765,000",Nissan,Pathfinder,2020,Negro,Gasolina,5,Automática,3.5,SUV,16690 km
69,"229,900",Renault,Duster,2017,Negro,Gasolina,5,Manual,2.0,SUV,68000 km
70,"219,900",Ford,Fusion,2013,Negro,Gasolina,4,Manual,2.5,Sedán,79000 km
71,"382,000",RAM,Ram 2500,2017,Rojo,Gasolina,4,Automática,SLT V8,Pick-Up,105517 km
72,"382,000",Dodge,Ram 2500,2017,Rojo,Gasolina,4,Automática,SLT V8,Pick-Up,105517 km
73,"397,000",Toyota,CH-R,2019,Gris,Gasolina,5,Automática,4 CIL,SUV,40000 km
74,"320,000",Renault,Captur,2019,MARFIL+NEGRO,Gasolina,4,Manual,2.0 LT,SUV,32009 km
75,"489,990",Ford,Explorer,2016,Negro,Gasolina,5,Automática,6 cilindros - 6 velocidades - 290 hp - 4 válvulas,SUV,64104 km
76,"467,900",Chevrolet,Cavalier,2022,Rojo,Gasolina,4,Automática,3 cilindros - Variable velocidades - 161 hp -,Sedán,900 km
77,"1,888,900",Chevrolet,Suburban,2022,Blanco,Gasolina,5,Automática,8 cilindros - 425 hp - 2 válvulas,SUV,100 km
78,"336,000",Chevrolet,Trax,2019,Rojo Cobrizo,Gasolina,5,Automática,1.8,SUV,38862 km
79,"190,000",Chevrolet,Beat,2019,Negro,Gasolina,4,Manual,1.2,Sedán,58000 km
80,"195,000",Nissan,Sentra,2016,Blanco,Gasolina,4,Manual,1.8,Sedán,62200 km
81,"175,000",Chevrolet,Sonic,2016,Azul,Gasolina,4,Automática,1.6,Sedán,81344 km
82,"379,000",Honda,CR-V,2016,Plateado,Gasolina,5,Automática,2.4,SUV,68000 km
83,"430,000",Nissan,Pathfinder,2017,Azul,Gasolina,5,Automática,3.5,SUV,59278 km
84,"335,000",Mazda,Mazda 2,2020,Gris,Gasolina,4,Automática,1.5,Sedán,21337 km
85,"231,900",Chevrolet,Trax,2016,Blanco,Gasolina,5,Manual,1.8,SUV,96000 km
86,"520,000",RAM,Promaster,2019,Blanco,Gasolina,4,Automática,3.6,Furgoneta,53471 km
87,"320,000",SEAT,Ibiza,2020,Gris,Gasolina,5,Manual,1.6,Hatchback,67000 km
88,"1,049,800",Ford,Expedition,2019,Azul,Gasolina,5,Automática,3.5,SUV,32300 km
89,"494,900",Nissan,X-Trail,2019,Blanco,Gasolina,5,Automática,2.5,SUV,64860 km
90,"379,000",Mercedes-Benz,Clase CLA,2016,Gris,Gasolina,4,Automática,1.6,Sedán,65173 km
91,"347,000",Honda,Civic,2017,Azul oscuro,Gasolina,4,Automática,1.5,Sedán,65081 km
92,"549,000",Land Rover,Range Rover,2013,Plateado,Gasolina,5,Automática,5.0,Sedán,70428 km
93,"290,000",Nissan,Sentra,2019,Café,Gasolina,4,Automática,1.8,Sedán,51000 km
94,"360,000",Nissan,X-Trail,2017,Negro,Gasolina,5,Automática,2.5,SUV,77976 km
95,"309,000",SEAT,Leon,2016,Gris,Gasolina,3,Automática,1.4,Hatchback,65240 km
96,"479,000",Buick,Enclave,2017,Blanco,Gasolina,5,Automática,3.6,SUV,91931 km
97,"699,000",Honda,Odyssey,2019,Azul,Gasolina,5,Automática,3.5,Van,45050 km
98,"499,000",Chevrolet,Silverado,2017,Plateado,Gasolina,4,Automática,5.3,Pick-Up,104199 km
99,"284,000",Chevrolet,Trax,2017,Plateado,Gasolina,5,Automática,1.8,SUV,67511 km
100,"529,000",GMC,Acadia,2017,Negro,Gasolina,5,Automática,3.6,SUV,82000 km
101,"202,000",Chevrolet,Aveo,2020,Rojo Cobrizo,Gasolina,4,Automática,1.6,Sedán,68001 km
102,"319,000",Honda,BR-V,2018,Blanco,Gasolina,5,Automática,1.5,SUV,94620 km
103,"529,000",Honda,CR-V,2019,Gris,Gasolina,5,Automática,1.5,SUV,115723 km
104,"675,000",BMW,X5,2017,Plateado,Gasolina,5,Automática,4.4,SUV,75441 km
105,"259,000",Nissan,Versa,2020,Rojo,Gasolina,4,Manual,1.6,Sedán,29341 km
106,"244,000",Nissan,March,2020,Blanco,Gasolina,5,Manual,1.6,Hatchback,30488 km
107,"810,000",Chevrolet,Cheyenne,2018,Negro,Gasolina,4,Automática,6.2,Pick-Up,54173 km
108,"669,900",Nissan,NP300 Frontier,2020,Plateado,Diésel,2,Automática,2.5,Pick-Up,56000 km
109,"268,000",Nissan,Sentra,2018,Plateado,Gasolina,4,Automática,1.8,Sedán,90606 km
110,"410,000",Dodge,Journey,2019,Gris,Gasolina,5,Automática,3.7,SUV,28870 km
111,"496,900",Kia,Sorento,2018,Blanco,Gasolina,5,Automática,3.3,SUV,49000 km
112,"800,000",GMC,Yukon,2015,Plateado,Gasolina,5,Automática,6.2,SUV,69344 km
113,"299,500",Chevrolet,Cavalier,2020,Gris,Gasolina,4,Automática,1.5,Sedán,34587 km
114,"499,000",Nissan,Murano,2019,Blanco,Gasolina,5,Automática,3.5,SUV,34569 km
115,"239,000",Toyota,Yaris,2019,Blanco,Gasolina,4,Manual,1.5,Sedán,63857 km
116,"439,000",Audi,Q5,2016,Blanco,Gasolina,5,Automática,2.0,SUV,56600 km
117,"582,000",GMC,Sierra,2017,Blanco,Gasolina,2,Automática,5.4,Pick-Up,115248 km
118,"299,000",Infiniti,QX70,2014,Negro,Gasolina,5,Manual,.,Hatchback,120826 km
119,"224,000",Kia,Forte,2018,Gris oscuro,Gasolina,4,Manual,2.0,Sedán,28663 km
120,"590,000",Nissan,Pathfinder,2018,Plateado,Gasolina,5,Automática,3.5,SUV,36565 km
121,"595,000",Nissan,X-Trail,2020,Rojo,Gasolina,5,Automática,2.5,SUV,37518 km
122,"395,000",Nissan,X-Trail,2019,Rojo,Gasolina,5,Automática,2.5,SUV,77000 km
123,"534,800",Nissan,X-Trail,2020,Blanco,Gasolina,5,Automática,2.5,SUV,37003 km
124,"145,000",Chevrolet,Spark,2017,Blanco,Gasolina,5,Manual,1.2,Hatchback,87788 km
125,"249,000",Chevrolet,Cruze,2018,Negro,Gasolina,4,Manual,1.4,Sedán,30350 km
126,"357,000",Mini,Cooper,2017,Azul,Gasolina,3,Automática,1.5,Hatchback,45000 km
127,"393,000",Toyota,Otros modelos,2019,Azul,Gasolina,5,Automática,2.0,SUV,48983 km
128,"326,000",Volkswagen,Jetta,2018,Azul,Gasolina,4,Automática,2.5,Sedán,74278 km
129,"368,000",Honda,HR-V,2018,Azul marino,Gasolina,5,Automática,1.8,SUV,27608 km
130,"254,000",Chevrolet,Trax,2016,Naranja,Gasolina,5,Automática,1.8,SUV,109514 km
131,"424,000",Toyota,Tacoma,2014,Blanco,Gasolina,4,Automática,4.0,Pick-Up,113144 km
132,"290,000",Kia,Sportage,2016,Negro,Gasolina,5,Automática,2.0,SUV,86919 km
133,"340,000",Volkswagen,CC,2017,Negro,Gasolina,4,Automática,2.0,Sedán,46210 km
134,"236,000",Chevrolet,Trax,2016,Plateado,Gasolina,5,Manual,1.8,SUV,29625 km
135,"263,000",Renault,Duster,2018,Rojo,Gasolina,5,Manual,2.0,SUV,54570 km
136,"340,000",BMW,X3,2014,Azul,Gasolina,5,Automática,2.0,SUV,94382 km
137,"297,000",Toyota,Yaris,2019,Rojo,Gasolina,4,Automática,1.5,Sedán,31421 km
138,"346,900",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
139,"356,000",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
140,"346,900",Chevrolet,Onix,2022,Blanco,Gasolina,4,Manual,1.0,Sedán,50 km
141,"339,000",Volkswagen,Golf,2017,Plateado,Gasolina,5,Automática,1.4,Hatchback,74234 km
142,"198,000",Nissan,Versa,2017,Plateado,Gasolina,4,Automática,1.6,Sedán,55833 km
143,"346,000",Chevrolet,Onix,2022,Plateado,Gasolina,4,Manual,1.0,Sedán,50 km
144,"459,000",Toyota,Camry,2019,Plateado,Gasolina,4,Automática,2.5,Sedán,35367 km
145,"470,000",Hyundai,Tucson,2019,Plateado,Gasolina,5,Automática,2.4,SUV,16534 km
146,"455,000",BMW,Serie 3,2017,Plateado,Gasolina,4,Automática,2.0,Sedán,63290 km
147,"179,000",Chevrolet,Sonic,2016,Negro,Gasolina,4,Manual,1.6,Sedán,78764 km
148,"223,000",Chevrolet,Aveo,2020,Azul,Gasolina,4,Manual,1.6,Sedán,22106 km
149,"350,000",Chevrolet,Cavalier,2022,Blanco,Gasolina,4,Automática,1.3,Sedán,50 km
150,"659,000",Honda,CR-V,2020,Gris oscuro,Gasolina,5,Automática,1.5,SUV,3465 km
151,"485,000",Honda,CR-V,2017,Negro,Gasolina,5,Automática,1.5,SUV,81764 km
152,"259,000",SEAT,Toledo,2016,Azul,Gasolina,4,Manual,1.2,Sedán,84991 km
153,"219,000",Volkswagen,Vento,2015,Beige,Gasolina,4,Automática,1.6,Sedán,32945 km
154,"210,000",Ford,Fiesta,2016,Negro,Gasolina,4,Automática,1.6,Hatchback,102406 km
155,"714,000",Alfa Romeo,Giulia,2017,Negro,Gasolina,4,Automática,2.0,Sedán,8335 km
156,"268,000",Nissan,Altima,2016,Plateado,Gasolina,4,Automática,3.5,Sedán,58052 km
157,"249,000",Audi,A1,2013,Plateado,Gasolina,3,Automática,1.4,Hatchback,69455 km
158,"350,000",Mazda,3,2020,Azul acero,Gasolina,5,Automática,2.5,Hatchback,27604 km
159,"259,000",Chevrolet,Cavalier,2018,Blanco,Gasolina,4,Automática,1.5,Sedán,48871 km
160,"635,000",Chevrolet,Suburban,2016,Plateado,Gasolina,5,Automática,5.3,SUV,51517 km
161,"220,000",Toyota,Yaris,2016,Rojo,Gasolina,5,Automática,1.5,Hatchback,63714 km
162,"448,000",Toyota,Corolla,2021,Rojo,Híbrido,4,Automática,1.8,Sedán,51342 km
163,"569,000",Honda,Ridgeline,2019,Rojo,Híbrido/Gasolina,4,Automática,1.5,Sedán,19318 km
164,"230,000",Mazda,Mazda 6,2015,Rojo,Gasolina,5,Manual,2.0,Hatchback,155388 km
165,"149,000",Dodge,Attitude,2016,Blanco,Gasolina,4,Automática,1.2,Sedán,54930 km
166,"213,000",Nissan,Versa,2018,Azul,Gasolina,4,Manual,1.6,Sedán,54769 km
167,"434,000",Ford,Transit,2017,Blanco,Gasolina,4,Automática,3.7,Furgoneta,74228 km
168,"246,000",Subaru,Forester,2015,Negro,Gasolina,5,Automática,2.5,SUV,107652 km
169,"425,000",Mercedes-Benz,Clase CLA,2016,Plateado,Gasolina,4,Automática,1.6,Sedán,50253 km
170,"355,000",Toyota,Prius,2017,Rojo,Híbrido,5,Automática,1.8,Sedán,78320 km
171,"189,900",Chevrolet,Beat,2019,Blanco,Gasolina,5,Manual,1.2,Hatchback,44097 km
172,"475,000",Audi,A1,2021,Negro,Gasolina,5,Automática,1.0,Hatchback,5955 km
173,"400,000",Alfa Romeo,Mito,2019,Azul,Gasolina,3,Manual,1.4,Hatchback,16936 km
174,"579,000",Volkswagen,Tiguan,2020,Negro,Gasolina,5,Automática,1.4,SUV,21432 km
175,"290,000",Nissan,Sentra,2019,Café,Gasolina,4,Automática,1.8,Sedán,51000 km
176,"347,999",Chevrolet,Trax,2020,Rojo,Gasolina,5,Automática,1.8,SUV,14512 km
177,"277,425",Chevrolet,Onix,2021,Plateado,Gasolina,5,Manual,3 cil turbo,Sedán,21023 km
178,"505,000",Chevrolet,Equinox,2019,Rojo,Gasolina,5,Automática,1.5,SUV,20587 km
179,"659,000",Kia,Forte,2020,Blanco,Gasolina,4,Automática,2.0,Sedán,65000 km
180,"235,000",Chevrolet,Spark,2020,Plateado,Gasolina,5,Manual,4 cil,Hatchback,8519 km
181,"659,000",Volkswagen,Golf,2021,Rojo,Gasolina,5,Automática,2.0,Coupé,12000 km
182,"345,900",Kia,Forte,2020,Gris oscuro,Gasolina,5,Manual,2.0,Hatchback,31740 km
183,"399,800",Kia,Forte,2020,Gris,Gasolina,4,Automática,1.6,Sedán,42895 km
184,"304,600",Kia,Forte,2018,Plateado,Gasolina,5,Manual,2.0,Hatchback,21176 km
185,"921,900",Chevrolet,Silverado,2022,Azul,Gasolina,4,Automática,2.7 L,Pick-Up,0 km
186,"926,900",Buick,Envision,2022,Violeta,Gasolina,5,Automática,2.0 Turbo,SUV,0 km
187,"385,000",SEAT,Arona,2020,Gris,Gasolina,5,Automática,1.6,SUV,24948 km
188,"318,000",Suzuki,Vitara,2018,Rojo,Gasolina,5,Manual,1.4,SUV,101000 km
189,"921,900",Chevrolet,Silverado,2022,Azul,Gasolina,4,Automática,2.7,Pick-Up,0 km
190,"453,500",Volkswagen,T-Cross,2020,Azul,Gasolina,5,Automática,1.6,SUV,9000 km
191,"232,500",Volkswagen,Jetta,2014,Plateado,Gasolina,4,Automática,2.5,Sedán,42000 km
192,"389,900",Jeep,Renegade,2020,Blanco,Gasolina,5,Automática,1.8,SUV,57320 km
193,"949,900",Ford,Lobo,2019,Blanco,Gasolina,4,Automática,3.5,Pick-Up,27000 km
194,"729,000",Jeep,Grand Cherokee,2017,Plateado,Gasolina,5,Manual,3.6,SUV,23000 km
195,"341,600",Toyota,Prius,2018,Gris,Gasolina,5,Automática,1.8,Hatchback,44000 km
196,"285,200",Mitsubishi,Mirage,2023,Negro,Gasolina,4,Manual,"1.2 litros, 3 cilindros",Sedán,0 km
197,"219,500",SEAT,Toledo,2016,Plateado,Gasolina,4,Automática,1.6,Sedán,80651 km
198,"262,900",Mercedes-Benz,Clase E,2011,Negro,Gasolina,4,Automática,3.5,Sedán,56280 km
199,"579,900",Mercedes-Benz,Clase GLE,2016,Gris,Gasolina,5,Automática,3.0,SUV,55280 km
200,"469,700",Nissan,Frontier,2021,Plateado,Gasolina,4,Manual,2.5 LTS,Pick-Up,4845 km
201,"469,500",Nissan,Frontier,2021,Plateado,Gasolina,4,Manual,2.5 LTS,Pick-Up,7913 km
